amp_steps_COM3
2129.0
2130.0
2131.0
2130.0
2132.0
2130.0
2130.0
2131.0
2128.0
2132.0
2129.0
2132.0
2130.0
2130.0
2129.0
2130.0
2131.0
2130.0
2131.0
2131.0
2128.0
2131.0
2131.0
2130.0
2132.0
2130.0
2130.0
2130.0
2130.0
2131.0
2131.0
2130.0
2131.0
2128.0
2130.0
2131.0
2129.0
2131.0
2129.0
2130.0
2131.0
2129.0
2131.0
2130.0
2128.0
2131.0
2131.0
2130.0
2132.0
2130.0
2131.0
2131.0
2130.0
2131.0
2131.0
2130.0
2131.0
2131.0
2129.0
2130.0
2129.0
2132.0
2131.0
2130.0
2129.0
2130.0
2131.0
2131.0
2130.0
2131.0
2129.0
2130.0
2129.0
2131.0
2131.0
2130.0
2132.0
2131.0
2130.0
2130.0
2129.0
2131.0
2131.0
2130.0
2131.0
2129.0
2131.0
2129.0
2130.0
2131.0
2128.0
2130.0
2130.0
2130.0
2131.0
2131.0
2130.0
2131.0
2128.0
2130.0
2130.0
2131.0
2130.0
2131.0
2129.0
2130.0
2131.0
2129.0
2130.0
2131.0
2130.0
2130.0
2128.0
2130.0
2130.0
2128.0
2131.0
2128.0
2128.0
2130.0
2129.0
2131.0
2129.0
2130.0
2131.0
2128.0
2131.0
2131.0
2128.0
2130.0
2129.0
2130.0
2129.0
2130.0
2131.0
2129.0
2130.0
2129.0
2130.0
2129.0
2130.0
2130.0
2129.0
2130.0
2130.0
2129.0
2130.0
2131.0
2130.0
2131.0
2128.0
2130.0
2130.0
2129.0
2130.0
2131.0
2128.0
2130.0
2131.0
2130.0
2130.0
2129.0
2130.0
2130.0
2129.0
2131.0
2129.0
2130.0
2131.0
2128.0
2129.0
2129.0
2129.0
2129.0
2129.0
2131.0
2128.0
2130.0
2131.0
2128.0
2130.0
2131.0
2128.0
2130.0
2129.0
2130.0
2130.0
2128.0
2130.0
2129.0
2130.0
2130.0
2128.0
2130.0
2129.0
2130.0
2129.0
2129.0
2127.0
2129.0
2130.0
2128.0
2130.0
2129.0
2128.0
2130.0
2129.0
2131.0
2128.0
2128.0
2130.0
2131.0
2128.0
2130.0
2128.0
2130.0
2130.0
2128.0
2130.0
2130.0
2128.0
2130.0
2129.0
2130.0
2131.0
2128.0
2130.0
2129.0
2130.0
2130.0
2131.0
2130.0
2130.0
2129.0
2130.0
2128.0
2130.0
2131.0
2128.0
2130.0
2131.0
2130.0
2130.0
2130.0
2128.0
2129.0
2128.0
2128.0
2131.0
2128.0
2127.0
2130.0
2128.0
2128.0
2130.0
2128.0
2129.0
2128.0
2130.0
2130.0
2129.0
2129.0
2128.0
2130.0
2130.0
2129.0
2130.0
2128.0
2130.0
2131.0
2128.0
2127.0
2131.0
2128.0
2129.0
2128.0
2129.0
2131.0
2128.0
2127.0
2129.0
2130.0
2130.0
2129.0
2130.0
2129.0
2130.0
2129.0
2128.0
2130.0
2129.0
2130.0
2129.0
2128.0
2130.0
2128.0
2130.0
2131.0
2129.0
2130.0
2128.0
2128.0
2129.0
2128.0
2127.0
2130.0
2128.0
2130.0
2129.0
2130.0
2130.0
2128.0
2129.0
2129.0
2129.0
2129.0
2128.0
2130.0
2128.0
2130.0
2131.0
2129.0
2130.0
2128.0
2129.0
2129.0
2130.0
2130.0
2128.0
2130.0
2130.0
2130.0
2130.0
2130.0
2128.0
2129.0
2131.0
2128.0
2130.0
2129.0
2129.0
2131.0
2127.0
2130.0
2129.0
2130.0
2129.0
2129.0
2130.0
2128.0
2130.0
2129.0
2129.0
2129.0
2129.0
2130.0
2128.0
2130.0
2129.0
2130.0
2130.0
2128.0
2130.0
2129.0
2128.0
2129.0
2128.0
2130.0
2129.0
2130.0
2130.0
2128.0
2127.0
2130.0
2128.0
2130.0
2130.0
2128.0
2127.0
2129.0
2130.0
2131.0
2128.0
2130.0
2130.0
2128.0
2128.0
2129.0
2128.0
2130.0
2128.0
2128.0
2129.0
2128.0
2129.0
2131.0
2130.0
2130.0
2128.0
2130.0
2128.0
2129.0
2129.0
2129.0
2130.0
2128.0
2130.0
2130.0
2128.0
2127.0
2131.0
2128.0
2127.0
2128.0
2128.0
2130.0
2128.0
2128.0
2130.0
2128.0
2129.0
2129.0
2128.0
2130.0
2128.0
2130.0
2130.0
2128.0
2130.0
2130.0
2128.0
2130.0
2129.0
2128.0
2127.0
2129.0
2129.0
2128.0
2127.0
2130.0
2129.0
2130.0
2128.0
2128.0
2129.0
2128.0
2130.0
2130.0
2128.0
2129.0
2129.0
2130.0
2129.0
2130.0
2131.0
2128.0
2128.0
2129.0
2128.0
2129.0
2129.0
2130.0
2129.0
2129.0
2130.0
2128.0
2130.0
2130.0
2128.0
2129.0
2128.0
2128.0
2129.0
2128.0
2127.0
2129.0
2130.0
2130.0
2128.0
2130.0
2130.0
2129.0
2130.0
2131.0
2128.0
2130.0
2128.0
2129.0
2129.0
2130.0
2127.0
2128.0
2130.0
2130.0
2128.0
2130.0
2131.0
2128.0
2129.0
2128.0
2128.0
2130.0
2128.0
2129.0
2129.0
2130.0
2130.0
2131.0
2130.0
2131.0
2128.0
2130.0
2128.0
2128.0
2129.0
2129.0
2128.0
2129.0
2128.0
2127.0
2129.0
2129.0
2129.0
2128.0
2130.0
2128.0
2129.0
2129.0
2130.0
2128.0
2128.0
2129.0
2129.0
2130.0
2127.0
2128.0
2129.0
2129.0
2129.0
2129.0
2128.0
2127.0
2128.0
2129.0
2131.0
2128.0
2130.0
2129.0
2128.0
2129.0
2129.0
2128.0
2129.0
2129.0
2128.0
2127.0
2130.0
2128.0
2129.0
2129.0
2129.0
2129.0
2130.0
2130.0
2128.0
2128.0
2129.0
2128.0
2130.0
2129.0
2129.0
2129.0
2130.0
2127.0
2128.0
2128.0
2130.0
2128.0
2130.0
2130.0
2128.0
2130.0
2129.0
2129.0
2130.0
2128.0
2130.0
2130.0
2128.0
2127.0
2129.0
2128.0
2129.0
2128.0
2130.0
2129.0
2129.0
2129.0
2128.0
2130.0
2129.0
2130.0
2129.0
2128.0
2129.0
2128.0
2127.0
2129.0
2129.0
2129.0
2129.0
2129.0
2130.0
2129.0
2129.0
2129.0
2128.0
2130.0
2128.0
2130.0
2130.0
2128.0
2127.0
2130.0
2128.0
2129.0
2129.0
2129.0
2129.0
2127.0
2130.0
2128.0
2130.0
2130.0
2128.0
2130.0
2129.0
2128.0
2127.0
2128.0
2127.0
2130.0
2128.0
2130.0
2129.0
2129.0
2129.0
2128.0
2130.0
2129.0
2130.0
2129.0
2128.0
2129.0
2128.0
2129.0
2128.0
2128.0
2129.0
2128.0
2130.0
2130.0
2128.0
2127.0
2129.0
2130.0
2130.0
2128.0
2130.0
2129.0
2130.0
2130.0
2129.0
2127.0
2129.0
2127.0
2130.0
2129.0
2127.0
2130.0
2129.0
2129.0
2128.0
2128.0
2129.0
2129.0
2130.0
2128.0
2129.0
2129.0
2128.0
2127.0
2129.0
2130.0
2129.0
2129.0
2128.0
2128.0
2127.0
2128.0
2130.0
2128.0
2130.0
2130.0
2128.0
2127.0
2129.0
2128.0
2129.0
2129.0
2127.0
2128.0
2128.0
2130.0
2128.0
2128.0
2129.0
2128.0
2130.0
2129.0
2128.0
2127.0
2128.0
2129.0
2129.0
2128.0
2129.0
2128.0
2127.0
2128.0
2128.0
2129.0
2128.0
2129.0
2128.0
2128.0
2130.0
2128.0
2130.0
2130.0
2128.0
2129.0
2128.0
2129.0
2130.0
2128.0
2127.0
2129.0
2130.0
2129.0
2128.0
2128.0
2128.0
2128.0
2130.0
2128.0
2128.0
2130.0
2128.0
2129.0
2128.0
2128.0
2130.0
2128.0
2128.0
2130.0
2128.0
2128.0
2130.0
2129.0
2130.0
2131.0
2128.0
2130.0
2128.0
2130.0
2130.0
2128.0
2127.0
2129.0
2128.0
2130.0
2129.0
2130.0
2129.0
2128.0
2129.0
2128.0
2130.0
2130.0
2128.0
2130.0
2129.0
2129.0
2129.0
2127.0
2130.0
2128.0
2130.0
2130.0
2128.0
2129.0
2129.0
2127.0
2129.0
2128.0
2127.0
2128.0
2128.0
2127.0
2128.0
2129.0
2129.0
2127.0
2130.0
2128.0
2129.0
2129.0
2129.0
2128.0
2128.0
2129.0
2128.0
2129.0
2129.0
2127.0
2130.0
2128.0
2129.0
2129.0
2128.0
2129.0
2128.0
2129.0
2129.0
2127.0
2129.0
2128.0
2127.0
2128.0
2128.0
2128.0
2128.0
2129.0
2129.0
2128.0
2130.0
2128.0
2129.0
2129.0
2128.0
2130.0
2129.0
2129.0
2128.0
2128.0
2127.0
2128.0
2130.0
2129.0
2127.0
2129.0
2128.0
2130.0
2129.0
2127.0
2130.0
2128.0
